Site,Year,Month,Analyte,Monthly.Mean,Monthly.Max,Monthly.Min
FRK,2015,Nov,pH,7.9263715277777775,8.29,7.68
FRK,2015,Dec,Chl.a,6.380238095238095,14.9,1.7
FRK,2015,Dec,DO.Conc,10.47084005376344,11.06,9.34
FRK,2015,Dec,SpCond,967.6705882352941,1739,559
FRK,2015,Dec,Temp,9.714188235294118,11.45,7.69
FRK,2015,Dec,Turb,21.043155765340526,91.3,3
FRK,2015,Dec,pH,7.791850353892821,8.04,7.57
FRK,2016,Jan,Chl.a,4.401445864156019,12.2,1.3
FRK,2016,Jan,DO.Conc,9.917169303264894,10.94,8.47
FRK,2016,Jan,SpCond,574.9512441156692,936,282
FRK,2016,Jan,Temp,9.635474108944184,12.14,7.28
FRK,2016,Jan,Turb,23.222244691607685,219.9,10.4
FRK,2016,Jan,pH,7.592572293207801,7.77,7.35
FRK,2016,Feb,Chl.a,5.8859352517985615,11.6,3.9
FRK,2016,Feb,DO.Conc,9.220010783608915,10.68,8.31
FRK,2016,Feb,SpCond,291.19345559151384,393,251
FRK,2016,Feb,Temp,12.491032002876663,16.25,9.44
FRK,2016,Feb,Turb,19.082836363636364,128.8,7.4
FRK,2016,Feb,pH,7.398778818443804,7.74,7.21
FRK,2016,Mar,Chl.a,5.746164199192463,9.9,3
FRK,2016,Mar,DO.Conc,9.111972399865365,9.89,7.97
FRK,2016,Mar,SpCond,227.0605652759085,297,169
FRK,2016,Mar,Temp,14.695242261103633,17.34,12.74
FRK,2016,Mar,Turb,14.533151432469305,90.9,6.5
FRK,2016,Mar,pH,7.3950521358896735,7.81,7.07
FRK,2016,Apr,Chl.a,5.378369905956113,9.9,3
FRK,2016,Apr,DO.Conc,9.191970066132962,10.15,8.03
FRK,2016,Apr,SpCond,210.19533426183844,283,168
FRK,2016,Apr,Temp,17.676702646239555,20.24,15.04
FRK,2016,Apr,Turb,10.317814476458187,56.4,4.8
FRK,2016,Apr,pH,7.773153498085625,8.19,7.35
FRK,2016,May,Chl.a,15.371399730820995,60.8,1.9
FRK,2016,May,DO.Conc,9.559946182307433,14.74,6.29
FRK,2016,May,SpCond,255.81365623948872,321,218
FRK,2016,May,Temp,19.492367978472924,24.04,17.4
FRK,2016,May,Turb,13.485053981106613,87.4,7
FRK,2016,May,pH,8.199660275815674,9.27,7.23
FRK,2016,Jun,Chl.a,3.4686172065482412,7.8,1.2
FRK,2016,Jun,DO.Conc,8.58941155988858,9.94,6.41
FRK,2016,Jun,SpCond,256.2574016022292,369,196
FRK,2016,Jun,Temp,22.269424284717378,25.12,19.54
FRK,2016,Jun,Turb,9.779136690647482,36.2,5.3
FRK,2016,Jun,pH,7.839536908077995,8.48,7.26
FRK,2016,Jul,Chl.a,2.546211096075778,8.7,0.7
FRK,2016,Jul,DO.Conc,8.754550371872886,11.06,6.73
FRK,2016,Jul,SpCond,394.7233682786608,683,189
FRK,2016,Jul,Temp,23.41073047007102,26.22,21.3
FRK,2016,Jul,Turb,5.517154959406989,15,2.2
FRK,2016,Jul,pH,8.193841193067312,9.03,7.44
FRK,2016,Aug,Chl.a,2.299760601915185,5,0.2
FRK,2016,Aug,DO.Conc,9.48576402974983,12.24,7.5
FRK,2016,Aug,SpCond,541.8931349340547,786,359
FRK,2016,Aug,Temp,22.087234617985125,24.64,19.64
FRK,2016,Aug,Turb,3.2753786544557943,7.6,1.2
FRK,2016,Aug,pH,8.547081501521813,9.36,7.67
FRK,2016,Sep,Chl.a,2.444760213143872,4.7,0.2
FRK,2016,Sep,DO.Conc,10.862839248434238,14.85,7.46
FRK,2016,Sep,SpCond,947.0720250521921,1160,657
FRK,2016,Sep,Temp,21.151548364648573,23.15,18.84
FRK,2016,Sep,Turb,1.871265189421015,5.6,0.5
FRK,2016,Sep,pH,8.857477383437718,9.47,7.7
FRK,2016,Oct,Chl.a,2.7942216981132075,4.7,1.2
FRK,2016,Oct,DO.Conc,9.786629667003027,12.95,6.76
FRK,2016,Oct,SpCond,907.7606866374958,1195,534
FRK,2016,Oct,Temp,18.230740242261103,19.95,17.21
FRK,2016,Oct,Turb,1.2765787647467037,4.4,0.3
FRK,2016,Oct,pH,8.244870414002019,9.26,7.4
FRK,2016,Nov,Chl.a,3.065050575514475,5,1.1
FRK,2016,Nov,DO.Conc,8.885078369905957,9.97,7.06
FRK,2016,Nov,SpCond,882.7614071752002,1486,441
FRK,2016,Nov,Temp,15.921703239289446,18.14,12.11
FRK,2016,Nov,Turb,1.9165718349928875,9.1,0.8
FRK,2016,Nov,pH,7.607520027864855,7.91,7.36
FRK,2016,Dec,Chl.a,2.9953945140535048,7.8,0.8
FRK,2016,Dec,DO.Conc,9.884668695064233,10.63,8.66
FRK,2016,Dec,SpCond,652.5943300708741,1250,156
FRK,2016,Dec,Temp,9.941322983462706,12.56,7.86
FRK,2016,Dec,Turb,15.34794661190965,93.8,2.6
FRK,2016,Dec,pH,7.501783783783784,7.85,7.16
FRK,2017,Jan,Chl.a,3.881725888324873,11.7,0.8
FRK,2017,Jan,DO.Conc,9.72855935069327,11.17,7.85
FRK,2017,Jan,SpCond,196.98242055442867,252,130
FRK,2017,Jan,Temp,9.287187288708587,10.61,7.56
FRK,2017,Jan,Turb,40.15932721712538,361.8,13
FRK,2017,Jan,pH,7.230432724814063,7.58,6.93
FRK,2017,Feb,Chl.a,4.061979752530934,7,1.4
FRK,2017,Feb,DO.Conc,8.946938622754491,10.31,7.3
FRK,2017,Feb,SpCond,218.8696788648245,311,125
FRK,2017,Feb,Temp,11.672333831217326,13.08,9.5
FRK,2017,Feb,Turb,20.262903838844547,128.3,9
FRK,2017,Feb,pH,7.097896706586826,7.44,6.78
FRK,2017,Mar,Chl.a,3.5103225806451612,7.5,1.7
FRK,2017,Mar,DO.Conc,9.02741116751269,9.85,7.99
FRK,2017,Mar,SpCond,196.84545147108557,229,151
FRK,2017,Mar,Temp,14.331163341224213,16.78,11.54
FRK,2017,Mar,Turb,10.290699276610402,111.5,1.7
FRK,2017,Mar,pH,7.172204937436591,7.48,6.97
FRK,2017,Apr,Chl.a,2.8409169850642586,6.9,0.7
FRK,2017,Apr,DO.Conc,9.261483153872872,10.18,8.48
FRK,2017,Apr,SpCond,163.97255991663772,191,125
FRK,2017,Apr,Temp,15.80456408475165,18.22,14.14
FRK,2017,Apr,Turb,7.08004891684137,50.3,3.1
FRK,2017,Apr,pH,7.196112077967282,7.6,6.87
FRK,2017,May,Chl.a,3.1252018842530283,8.9,0.1
FRK,2017,May,DO.Conc,9.147778151260503,10.49,7.36
FRK,2017,May,SpCond,136.3052100840336,157,114
FRK,2017,May,Temp,19.491149579831934,22.17,16.95
FRK,2017,May,Turb,6.305489664520501,22.5,3.4
FRK,2017,May,pH,7.510766129032258,8.31,6.99
FRK,2017,Jun,Chl.a,3.3033416281549948,17.6,-0.4
FRK,2017,Jun,DO.Conc,9.335470711297072,10.93,6.97
FRK,2017,Jun,SpCond,126.00244157656087,144,112
FRK,2017,Jun,Temp,22.144684339030345,26.56,18.24
FRK,2017,Jun,Turb,7.9301787592008415,48,2.9
FRK,2017,Jun,pH,8.2890760111576,9.2,7.3
FRK,2017,Jul,Chl.a,5.905633802816902,16.6,1.3
FRK,2017,Jul,DO.Conc,9.508322125084062,11.51,6.53
FRK,2017,Jul,SpCond,130.9250672043011,181,114
FRK,2017,Jul,Temp,24.165201612903225,26.69,21.95
FRK,2017,Jul,Turb,5.803565422132526,35,2.4
FRK,2017,Jul,pH,8.71305443548387,9.6,7
FRK,2017,Aug,Chl.a,2.4614370168258297,3.8,0.7
FRK,2017,Aug,DO.Conc,9.560114942528736,12.56,6.62
FRK,2017,Aug,SpCond,212.03603907039408,233,161
FRK,2017,Aug,Temp,23.310616369147862,25.73,20.97
FRK,2017,Aug,Turb,3.0949525745257453,23.9,0.4
FRK,2017,Aug,pH,8.34024587403166,9.48,7.25
FRK,2017,Sep,Chl.a,2.0969285714285713,3.8,0.2
FRK,2017,Sep,DO.Conc,9.867661570535093,13.2,7.15
FRK,2017,Sep,SpCond,176.23983315954118,197,164
FRK,2017,Sep,Temp,22.23640722724114,26.79,18.84
FRK,2017,Sep,Turb,0.7836784836784837,15.8,0.1
FRK,2017,Sep,pH,8.487755385684503,9.54,7.48
FRK,2017,Oct,Chl.a,3.1067008547008546,6.6,0.5
FRK,2017,Oct,DO.Conc,10.610151362260343,12.88,8.82
FRK,2017,Oct,SpCond,155.72788429196098,168,147
FRK,2017,Oct,Temp,17.721809619912545,20.36,15.62
FRK,2017,Oct,Turb,1.236763710223426,23.7,0.2
FRK,2017,Oct,pH,8.397735938989515,9.07,7.52
FRK,2017,Nov,Chl.a,4.139819004524887,7,1.7
FRK,2017,Nov,DO.Conc,8.835811045501911,10.39,7.35
FRK,2017,Nov,SpCond,206.2451388888889,336,157
FRK,2017,Nov,Temp,15.1465,17.77,13.3
FRK,2017,Nov,Turb,2.7150857542877143,17.3,0.7
FRK,2017,Nov,pH,7.487152777777778,8.13,7.26
FRK,2017,Dec,Chl.a,3.5854012137559,8.7,1.3
FRK,2017,Dec,DO.Conc,9.687876643073812,10.7,7.8
FRK,2017,Dec,SpCond,594.266846361186,848,267
FRK,2017,Dec,Temp,10.446044474393531,14.04,8.55
FRK,2017,Dec,Turb,12.515840916750927,192.9,2.6
FRK,2017,Dec,pH,7.437239159891599,7.7,7.18
FRK,2018,Jan,Chl.a,3.025067385444744,4.9,1.2
FRK,2018,Jan,DO.Conc,9.605380727762803,10.27,8.28
FRK,2018,Jan,SpCond,523.4787735849056,878,274
FRK,2018,Jan,Temp,10.440700808625337,11.62,9.18
FRK,2018,Jan,Turb,9.330409752793768,32.2,2.8
FRK,2018,Jan,pH,7.400458375463431,7.58,7.24
FRK,2018,Feb,Chl.a,4.0764136904761905,6.5,1.8
FRK,2018,Feb,DO.Conc,10.045641979903237,11.08,8.77
FRK,2018,Feb,SpCond,305.1283482142857,346,263
FRK,2018,Feb,Temp,11.536041666666666,13.58,9.41
FRK,2018,Feb,Turb,8.524125093075204,61,2.5
FRK,2018,Feb,pH,7.595059523809524,7.84,7.3
FRK,2018,Mar,Chl.a,4.08074074074074,7.6,1.5
FRK,2018,Mar,DO.Conc,10.127509256142712,10.95,7.99
FRK,2018,Mar,SpCond,277.2286195286195,326,185
FRK,2018,Mar,Temp,12.744912457912458,16.15,9.93
FRK,2018,Mar,Turb,7.777988486285134,111.9,1.1
FRK,2018,Mar,pH,7.653022551329519,7.92,7.29
FRK,2018,Apr,Chl.a,4.842037101855093,13.6,1.4
FRK,2018,Apr,DO.Conc,9.393729166666667,11.32,8.03
FRK,2018,Apr,SpCond,220.5871527777778,281,164
FRK,2018,Apr,Temp,16.747138888888887,19.29,14.44
FRK,2018,Apr,Turb,7.817816091954023,67.9,2.8
FRK,2018,Apr,pH,7.649788194444445,8.31,7.14
FRK,2018,May,Chl.a,4.24027397260274,12.5,1
FRK,2018,May,DO.Conc,9.438800403225807,11.89,6.49
FRK,2018,May,SpCond,229.42487394957982,286,201
FRK,2018,May,Temp,19.270410084033614,23.28,16.72
FRK,2018,May,Turb,8.205445906432749,52.9,1.7
FRK,2018,May,pH,8.124178151260503,9.02,7.29
FRK,2018,Jun,Chl.a,2.4109527121001393,9.9,0.3
FRK,2018,Jun,DO.Conc,9.785736111111111,13.65,6.07
FRK,2018,Jun,SpCond,217.32395833333334,279,196
FRK,2018,Jun,Temp,22.24015625,24.67,19.16
FRK,2018,Jun,Turb,4.156860020840569,95.2,0.6
FRK,2018,Jun,pH,8.72334375,9.47,7.58
FRK,2018,Jul,Chl.a,2.3233631977946243,9.3,0.3
FRK,2018,Jul,DO.Conc,10.007116935483872,13.66,7.58
FRK,2018,Jul,SpCond,285.60033613445376,381,198
FRK,2018,Jul,Temp,23.03747899159664,24.95,20.85
FRK,2018,Jul,Turb,3.7253581661891118,40.2,0.6
FRK,2018,Jul,pH,8.971008403361344,9.63,7.66
FRK,2018,Aug,Chl.a,2.277139945652174,9.6,0.6
FRK,2018,Aug,DO.Conc,10.810168010752689,14.62,7.52
FRK,2018,Aug,SpCond,609.4727822580645,934,355
FRK,2018,Aug,Temp,22.525006720430106,25.12,20.16
FRK,2018,Aug,Turb,NA,-Inf,Inf
FRK,2018,Aug,pH,8.89757056451613,9.37,8
FRK,2018,Sep,Chl.a,2.08955223880597,8.9,0.3
FRK,2018,Sep,DO.Conc,11.645190972222222,15.72,7.08
FRK,2018,Sep,SpCond,930.9642361111111,1081,857
FRK,2018,Sep,Temp,21.056010416666666,22.76,19.21
FRK,2018,Sep,Turb,NA,-Inf,Inf
FRK,2018,Sep,pH,8.949996527777778,9.64,7.8
FRK,2018,Oct,Chl.a,0.8933149823043649,4.6,-0.5
FRK,2018,Oct,DO.Conc,10.804250672043011,13.7,8.12
FRK,2018,Oct,SpCond,880.9684139784946,1016,734
FRK,2018,Oct,Temp,18.44844422043011,21.5,15.87
FRK,2018,Oct,Turb,NA,-Inf,Inf
FRK,2018,Oct,pH,8.596706989247313,9.36,7.6
FRK,2018,Nov,Chl.a,1.5496700243139978,5.8,-0.1
FRK,2018,Nov,DO.Conc,9.535013888888889,11.16,8.2
FRK,2018,Nov,SpCond,763.9038194444445,1441,538
FRK,2018,Nov,Temp,14.143034722222222,17.73,12.19
FRK,2018,Nov,Turb,1.6714736842105262,36.8,-0.1
FRK,2018,Nov,pH,7.628597222222222,8.36,7.27
FRK,2018,Dec,Chl.a,3.7287298387096772,8.4,1.5
FRK,2018,Dec,DO.Conc,9.31318884408602,11.14,7.77
FRK,2018,Dec,SpCond,855.1119704102219,1236,507
FRK,2018,Dec,Temp,11.106092069892473,12.76,8.81
FRK,2018,Dec,Turb,7.078225806451613,113.3,1.1
FRK,2018,Dec,pH,7.615201612903226,7.87,7.41
FRK,2019,Jan,Chl.a,5.216476126429051,9.3,3
FRK,2019,Jan,DO.Conc,10.042652100840336,11.5,8.01
FRK,2019,Jan,SpCond,559.2615126050421,944,230
FRK,2019,Jan,Temp,9.912729411764706,12.06,7.79
FRK,2019,Jan,Turb,21.063519892110588,135.3,5.5
FRK,2019,Jan,pH,7.637425109390778,7.9,7.31
FRK,2019,Feb,Chl.a,5.867523277467412,11.3,3.6
FRK,2019,Feb,DO.Conc,9.984104949758095,10.77,8.07
FRK,2019,Feb,SpCond,248.51246743580202,326,189
FRK,2019,Feb,Temp,10.217126907331597,11.92,8.67
FRK,2019,Feb,Turb,21.565165612206922,170.5,8.6
FRK,2019,Feb,pH,7.578574618533681,7.8,7.31
FRK,2019,Mar,Chl.a,4.658245851676261,7.9,1.2
FRK,2019,Mar,DO.Conc,9.792557983193277,10.52,8.94
FRK,2019,Mar,SpCond,222.93581989247312,311,171
FRK,2019,Mar,Temp,12.889552188552189,15.61,10.27
FRK,2019,Mar,Turb,8.295158036314728,47.3,1.4
FRK,2019,Mar,pH,7.603343413978495,7.85,7.36
FRK,2019,Apr,Chl.a,3.326898954703833,8.1,0.7
FRK,2019,Apr,DO.Conc,9.777829107328934,11.55,8.54
FRK,2019,Apr,SpCond,213.38715277777777,286,151
FRK,2019,Apr,Temp,17.30862847222222,21.24,14.32
FRK,2019,Apr,Turb,2.3509585221331473,21.9,0.3
FRK,2019,Apr,pH,7.865184027777778,8.79,7.39
FRK,2019,May,Chl.a,3.7244959677419356,33.4,0.7
FRK,2019,May,DO.Conc,10.09070588235294,12.97,7.95
FRK,2019,May,SpCond,175.77620967741936,233,148
FRK,2019,May,Temp,18.7197842211733,21.98,16.19
FRK,2019,May,Turb,2.3401084010840107,29.9,0.3
FRK,2019,May,pH,8.463692876344085,9.71,7.48
FRK,2019,Jun,Chl.a,1.7370900209351012,6.5,0.5
FRK,2019,Jun,DO.Conc,10.523334491142759,13.89,7.51
FRK,2019,Jun,SpCond,121.10069444444444,178,101
FRK,2019,Jun,Temp,22.119256944444444,25.69,19.59
FRK,2019,Jun,Turb,1.9105812739296901,8.5,0.5
FRK,2019,Jun,pH,9.023152777777778,9.88,7.46
FRK,2019,Jul,Chl.a,1.6035880875493362,3.3,0.3
FRK,2019,Jul,DO.Conc,9.991327284946237,13.82,6.3
FRK,2019,Jul,SpCond,147.95866935483872,234,108
FRK,2019,Jul,Temp,23.876149193548386,26.56,21.83
FRK,2019,Jul,Turb,0.8447234475738039,3.4,0
FRK,2019,Jul,pH,8.697906586021505,9.72,7.28
FRK,2019,Aug,Chl.a,1.7270454545454546,4.23,0.3
FRK,2019,Aug,DO.Conc,9.981173109243697,15.71,5.76
FRK,2019,Aug,SpCond,232.88769334229994,307,184
FRK,2019,Aug,Temp,24.311082352941177,27.58,22.36
FRK,2019,Aug,Turb,0.3072141160502206,6.28,-0.3
FRK,2019,Aug,pH,8.78213781512605,9.65,7.34
FRK,2019,Sep,Chl.a,1.485291366906475,11.88,0.25
FRK,2019,Sep,DO.Conc,11.369989583333334,16.17,7.9
FRK,2019,Sep,SpCond,176.21701388888889,198,162
FRK,2019,Sep,Temp,22.473788194444445,25.46,18.9
FRK,2019,Sep,Turb,0.29452083333333334,6.06,-0.02
FRK,2019,Sep,pH,9.142993055555555,9.83,7.61
FRK,2019,Oct,Chl.a,1.221280487804878,12.61,0.23
FRK,2019,Oct,DO.Conc,11.556391129032258,16.06,8.48
FRK,2019,Oct,SpCond,146.4630376344086,169,131
FRK,2019,Oct,Temp,17.411364247311827,20.28,13.45
FRK,2019,Oct,Turb,1.1867529411764706,30.55,0.19
FRK,2019,Oct,pH,8.856028225806451,9.48,7.34
FRK,2019,Nov,Chl.a,2.059361111111111,4.09,0.98
FRK,2019,Nov,DO.Conc,10.260180555555555,12.42,8.33
FRK,2019,Nov,SpCond,172.06770833333334,256,148
FRK,2019,Nov,Temp,14.275850694444445,16.26,9.67
FRK,2019,Nov,Turb,1.8211284722222223,45.52,0.48
FRK,2019,Nov,pH,7.9607986111111115,8.86,7.31
FRK,2019,Dec,Chl.a,2.4198790322580646,4.17,0.86
FRK,2019,Dec,DO.Conc,9.592493279569892,10.81,8.47
FRK,2019,Dec,SpCond,418.741935483871,557,201
FRK,2019,Dec,Temp,10.901693548387097,12.56,9.22
FRK,2019,Dec,Turb,10.136639784946237,148.9,2.73
FRK,2019,Dec,pH,7.446454973118279,7.66,7.25
FRK,2020,Jan,Chl.a,3.554620295698925,5.86,1.96
FRK,2020,Jan,DO.Conc,10.061498655913978,10.95,9.27
FRK,2020,Jan,SpCond,421.60719086021504,517,333
FRK,2020,Jan,Temp,9.819361559139786,11.84,8.38
FRK,2020,Jan,Turb,14.838904201680672,91.3,4.1
FRK,2020,Jan,pH,7.525043682795699,7.76,7.31
FRK,2020,Feb,Chl.a,3.6773645793315404,6.57,2.06
FRK,2020,Feb,DO.Conc,10.382144396551723,11.65,9.72
FRK,2020,Feb,SpCond,300.63577586206895,367,275
FRK,2020,Feb,Temp,11.752191091954023,15.38,8.88
FRK,2020,Feb,Turb,13.75079467817332,161.4,2.07
FRK,2020,Feb,pH,7.693764367816092,8.16,7.47
FRK,2020,Mar,Chl.a,3.047942857142857,7.41,1.24
FRK,2020,Mar,DO.Conc,10.171102150537635,11.71,9.45
FRK,2020,Mar,SpCond,301.27889784946234,318,277
FRK,2020,Mar,Temp,14.221350806451612,16.14,12.07
FRK,2020,Mar,Turb,3.2697983870967744,55.01,0.82
FRK,2020,Mar,pH,7.906317204301075,8.57,7.6
FRK,2020,Apr,Chl.a,2.1030900243309003,8.88,1.2
FRK,2020,Apr,DO.Conc,10.252354166666667,12.29,8.3
FRK,2020,Apr,SpCond,252.221875,301,222
FRK,2020,Apr,Temp,16.81690625,21.53,13.29
FRK,2020,Apr,Turb,1.6908159722222222,25.74,0.68
FRK,2020,Apr,pH,8.295791666666666,8.91,7.73
FRK,2020,May,Chl.a,2.489670588235294,5.56,1.36
FRK,2020,May,DO.Conc,10.168150016818029,15.7,7.51
FRK,2020,May,SpCond,238.03194351042367,259,197
FRK,2020,May,Temp,20.6394186827957,25.4,18.32
FRK,2020,May,Turb,1.984584594685503,15.65,0.5
FRK,2020,May,pH,8.720225687320475,9.62,7.86
FRK,2020,Jun,Chl.a,1.6474643478260869,3.42,0.79
FRK,2020,Jun,DO.Conc,10.95363888888889,15.23,7.35
FRK,2020,Jun,SpCond,238.38611111111112,264,223
FRK,2020,Jun,Temp,22.64271875,26.18,19.87
FRK,2020,Jun,Turb,1.0891263487643579,8.75,0.21
FRK,2020,Jun,pH,9.160052083333333,9.85,7.86
FRK,2020,Jul,Chl.a,0.8897135061391541,1.93,0.4
FRK,2020,Jul,DO.Conc,10.913185483870969,14.66,7.77
FRK,2020,Jul,SpCond,352.466061827957,526,229
FRK,2020,Jul,Temp,23.148635752688172,26.86,20.97
FRK,2020,Jul,Turb,0.6082632342277012,5.16,0.14
FRK,2020,Jul,pH,8.982409274193548,9.65,7.72
FRK,2020,Aug,Chl.a,0.7573238482384824,2.7,0.29
FRK,2020,Aug,DO.Conc,10.63573252688172,17.4,6.19
FRK,2020,Aug,SpCond,647.0154569892474,1290,462
FRK,2020,Aug,Temp,24.151935483870968,27.85,21.56
FRK,2020,Aug,Turb,0.40736949846468784,2.37,0.06
FRK,2020,Aug,pH,8.759247311827957,9.44,7.47
FRK,2020,Sep,Chl.a,1.807858635097493,4.59,0.71
FRK,2020,Sep,DO.Conc,10.340944444444444,15.31,5.72
FRK,2020,Sep,SpCond,929.9038194444445,1352,702
FRK,2020,Sep,Temp,22.02256597222222,25.82,20.31
FRK,2020,Sep,Turb,0.47408415841584156,2.34,0.1
FRK,2020,Sep,pH,8.73676388888889,9.35,7.92
FRK,2020,Oct,Chl.a,1.8983310673011558,4.76,0.89
FRK,2020,Oct,DO.Conc,9.603914650537634,12.36,6.76
FRK,2020,Oct,SpCond,784.5564163017851,1073,689
FRK,2020,Oct,Temp,20.15097110215054,24.01,14.72
FRK,2020,Oct,Turb,0.7069238544474393,22.1,0.17
FRK,2020,Oct,pH,8.348185483870967,9.04,7.65
FRK,2020,Nov,Chl.a,3.0422202858138725,5.8,1.67
FRK,2020,Nov,DO.Conc,9.786186824677587,11.97,8.3
FRK,2020,Nov,SpCond,751.9654932032067,968,597
FRK,2020,Nov,Temp,13.894876263506449,17.64,11.01
FRK,2020,Nov,Turb,1.735528511821975,13.73,0
FRK,2020,Nov,pH,7.843534332520042,8.68,7.52
FRK,2020,Dec,Chl.a,3.0129693292888438,4.73,1.87
FRK,2020,Dec,DO.Conc,9.930919811320754,11.15,8.69
FRK,2020,Dec,SpCond,793.141846361186,1162,605
FRK,2020,Dec,Temp,10.262287735849057,11.98,8.73
FRK,2020,Dec,Turb,4.5177579831932775,25.18,0
FRK,2020,Dec,pH,7.67483153638814,8.01,7.5
FRK,2021,Jan,Chl.a,4.369475630252101,8.25,2.64
FRK,2021,Jan,DO.Conc,9.954220430107528,11.09,8.97
FRK,2021,Jan,SpCond,861.7859543010753,1273,615
FRK,2021,Jan,Temp,9.73252688172043,11.22,8.03
FRK,2021,Jan,Turb,16.035040322580645,338.6,2.64
FRK,2021,Jan,pH,7.659163306451613,7.91,7.49
FRK,2021,Feb,Chl.a,5.089151470040938,8.07,3.02
FRK,2021,Feb,DO.Conc,10.10625744047619,10.6,9.35
FRK,2021,Feb,SpCond,563.3415178571429,944,383
FRK,2021,Feb,Temp,11.202451636904762,12.86,9.64
FRK,2021,Feb,Turb,9.122689732142858,83.5,3.36
FRK,2021,Feb,pH,7.75319568452381,7.95,7.55
FRK,2021,Mar,Chl.a,6.0346689075630255,10.46,3.51
FRK,2021,Mar,DO.Conc,10.146518817204301,11.07,9.65
FRK,2021,Mar,SpCond,402.06149193548384,462,344
FRK,2021,Mar,Temp,13.070799731182795,16.03,11.49
FRK,2021,Mar,Turb,5.7832459677419354,54.66,2.47
FRK,2021,Mar,pH,7.889159946236559,8.24,7.72
FRK,2021,Apr,Chl.a,4.215679527285367,14.41,2.48
FRK,2021,Apr,DO.Conc,9.904371527777778,12.07,8.78
FRK,2021,Apr,SpCond,356.2416666666667,394,326
FRK,2021,Apr,Temp,16.879513888888887,19.87,14.62
FRK,2021,Apr,Turb,3.5430403057678945,18.18,1.19
FRK,2021,Apr,pH,8.192201388888888,8.78,7.88
FRK,2021,May,Chl.a,4.361633613445378,23.91,2.23
FRK,2021,May,DO.Conc,9.48869243697479,12.32,7.34
FRK,2021,May,SpCond,557.9401680672269,919,361
FRK,2021,May,Temp,19.636329411764706,23.13,17.22
FRK,2021,May,Turb,5.593915966386555,40.07,1.45
FRK,2021,May,pH,8.293085714285715,8.99,7.74
FRK,2021,Jun,Chl.a,3.4214479166666667,18.47,1.23
FRK,2021,Jun,DO.Conc,9.666291666666666,12.47,7.68
FRK,2021,Jun,SpCond,873.2957017089591,1087,608
FRK,2021,Jun,Temp,22.092871527777778,25.55,18.79
FRK,2021,Jun,Turb,4.368461271274748,44.33,0.55
FRK,2021,Jun,pH,8.580944444444444,9.15,7.81
FRK,2021,Jul,Chl.a,1.3645060483870968,5.19,0.51
FRK,2021,Jul,DO.Conc,10.96317876344086,17.37,5.83
FRK,2021,Jul,SpCond,763,861,695
FRK,2021,Jul,Temp,23.69817876344086,26.33,21.56
FRK,2021,Jul,Turb,2.9297441938741167,28.62,0.1
FRK,2021,Jul,pH,9.439183467741936,10.38,8.57
FRK,2021,Aug,Chl.a,1.3978282828282829,6.22,0.46
FRK,2021,Aug,DO.Conc,12.230436974789916,17.67,7.78
FRK,2021,Aug,SpCond,673.8386554621849,730,632
FRK,2021,Aug,Temp,22.07180168067227,24.74,19.15
FRK,2021,Aug,Turb,2.8609146341463414,19.75,0.12
FRK,2021,Aug,pH,9.845273949579832,10.55,9.02
FRK,2021,Sep,Chl.a,0.7071588916169765,5.78,0.15
FRK,2021,Sep,DO.Conc,10.8137587657784,19.49,6.81
FRK,2021,Sep,SpCond,689.7990883590463,883,622
FRK,2021,Sep,Temp,20.596756661991584,23.59,18.42
FRK,2021,Sep,Turb,0.5073272535952298,16.48,-0.24
FRK,2021,Sep,pH,9.626069424964937,10.58,8.22
FRK,2021,Oct,Chl.a,2.311204047217538,18.95,0.12
FRK,2021,Oct,DO.Conc,10.81383439490446,17.24,7.43
FRK,2021,Oct,SpCond,877.7818487394958,962,790
FRK,2021,Oct,Temp,17.22828629032258,21.2,14.44
FRK,2021,Oct,Turb,0.5786055107526882,8.17,0.16
FRK,2021,Oct,pH,8.751933022467147,10.14,7.5
FRK,2021,Nov,Chl.a,3.2434595345606114,8.92,1.35
FRK,2021,Nov,DO.Conc,8.508774305555555,11.03,6.17
FRK,2021,Nov,SpCond,661.4208333333333,941,494
FRK,2021,Nov,Temp,14.855430555555555,18.07,12.75
FRK,2021,Nov,Turb,0.7238983640793596,12.16,0.16
FRK,2021,Nov,pH,7.595916666666667,8.18,7.2
FRK,2021,Dec,Chl.a,3.1891193277310923,7.96,2.02
FRK,2021,Dec,DO.Conc,9.818988575268817,10.85,8.13
FRK,2021,Dec,SpCond,605.2405913978495,775,388
FRK,2021,Dec,Temp,10.612550403225807,13.81,8.27
FRK,2021,Dec,Turb,7.025428186109238,63.34,0.63
FRK,2021,Dec,pH,7.70395497311828,7.97,7.52
HLT,2015,Jan,Chl.a,4.972345430107527,8.5,4.02
HLT,2015,Jan,SpCond,323.79200268817203,403,300
HLT,2015,Jan,Temp,9.519153225806452,11.1,8.6
HLT,2015,Jan,Turb,9.65510752688172,27.8,4.7
HLT,2015,Feb,Chl.a,5.6208162504658965,8.02,4.29
HLT,2015,Feb,SpCond,355.6969809914275,449,306
HLT,2015,Feb,Temp,13.029556466641818,14.4,10.8
HLT,2015,Feb,Turb,8.48799850913157,20.3,3.1
HLT,2015,Mar,Chl.a,7.347875296509658,28.81,4.45
HLT,2015,Mar,SpCond,327.59764705882355,364,306
